Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Subcategory,Product Name,Sales,Quantity,Profit,Returns,Payment Mode
WM-100130,2024-07-25,2024-07-29,First Class,CUST-6231,Wayne Morgan,Home Office,United States,Pittsberg,Florida,South,PROD-55268,Office Supplies,Binders,Ring Binder,1050.74,8,-8.61,No,UPI
WM-100131,2026-03-21,2026-03-24,Second Class,CUST-2586,Kimberly Finley,Consumer,United States,Santosmouth,Pennsylvania,East,PROD-48038,Office Supplies,Storage,Storage Box,619.51,2,12.61,No,UPI
WM-100132,2025-09-19,2025-09-25,Same Day,CUST-6055,Mark Mccall,Corporate,United States,Brennanton,Georgia,South,PROD-13037,Furniture,Tables,Study Table,795.53,3,98.82,No,Credit Card
WM-100133,2024-08-12,2024-08-15,First Class,CUST-9793,Michele Garcia,Consumer,United States,Lake Christopher,Virginia,South,PROD-24089,Furniture,Chairs,Executive Chair,140.67,5,17.26,No,UPI
WM-100134,2024-06-19,2024-06-22,First Class,CUST-5728,Robert Carter,Consumer,United States,Lake Kevin,Pennsylvania,East,PROD-60639,Office Supplies,Paper,Sticky Notes,132.2,1,20.71,No,Net Banking
WM-100135,2025-07-14,2025-07-16,First Class,CUST-3363,Michael White,Consumer,United States,Ryanbury,North Carolina,South,PROD-88966,Office Supplies,Storage,Storage Box,2438.21,7,165.65,No,Net Banking
WM-100136,2025-03-21,2025-03-27,Second Class,CUST-6373,Cynthia Durham,Home Office,United States,North Chelsea,Florida,South,PROD-51750,Furniture,Chairs,Office Chair,845.94,8,113.1,No,Debit Card
WM-100137,2024-12-11,2024-12-17,First Class,CUST-2795,Michael Nolan,Corporate,United States,East Steven,North Carolina,South,PROD-86507,Office Supplies,Paper,Sticky Notes,1416.05,8,378.21,No,Cash on Delivery
WM-100138,2024-09-27,2024-10-03,Second Class,CUST-4968,Tony Huerta,Consumer,United States,Santanaside,Nevada,West,PROD-85047,Technology,Copiers,HP Copier,147.36,8,-3.43,No,Credit Card
WM-100139,2025-11-15,2025-11-17,Standard Class,CUST-3262,Ryan Gonzalez,Home Office,United States,Daniellechester,New York,East,PROD-37176,Technology,Accessories,USB-C Hub,1044.14,4,88.41,No,Net Banking
WM-100140,2024-11-28,2024-11-30,First Class,CUST-8932,Ian Phillips,Consumer,United States,Castanedaville,Michigan,Central,PROD-42311,Office Supplies,Paper,Sticky Notes,1159.97,9,62.69,No,Cash on Delivery
WM-100141,2024-12-27,2024-12-29,First Class,CUST-5715,Sean Osborne,Consumer,United States,Andrewfurt,Illinois,Central,PROD-85166,Technology,Accessories,Laptop Sleeve,1731.79,8,73.89,No,Net Banking
WM-100142,2026-01-20,2026-01-21,First Class,CUST-8849,Lisa Gomez,Consumer,United States,New Julieport,Virginia,South,PROD-36485,Technology,Phones,Samsung Galaxy S24,733.32,2,40.97,No,Net Banking
WM-100143,2026-01-04,2026-01-10,Second Class,CUST-1860,Mary Massey,Consumer,United States,New John,Ohio,Central,PROD-64172,Furniture,Chairs,Executive Chair,1475.34,4,-113.83,No,Cash on Delivery
WM-100144,2026-01-30,2026-02-04,Same Day,CUST-4267,Kevin Oconnor,Corporate,United States,Lake Debbieport,Florida,South,PROD-52096,Office Supplies,Binders,Ring Binder,2445.22,3,203.22,No,Cash on Delivery
WM-100145,2024-10-11,2024-10-16,Same Day,CUST-3880,Richard Walter,Consumer,United States,West Markchester,California,West,PROD-62034,Office Supplies,Storage,Storage Box,1851.94,1,575.87,No,UPI
WM-100146,2026-03-04,2026-03-09,Second Class,CUST-9261,Thomas Raymond,Corporate,United States,Alyssaview,Pennsylvania,East,PROD-45761,Furniture,Chairs,Gaming Chair,1514.9,6,42.5,No,Debit Card
WM-100147,2026-02-11,2026-02-17,First Class,CUST-4164,Victor Taylor,Consumer,United States,Juliemouth,Oregon,West,PROD-90079,Furniture,Bookcases,Metal Bookcase,658.02,3,-61.63,No,UPI
WM-100148,2025-11-02,2025-11-03,Standard Class,CUST-5272,Tracy Ballard,Corporate,United States,Port Erica,North Carolina,South,PROD-40870,Furniture,Tables,Study Table,478.26,3,54.93,No,UPI
WM-100149,2024-06-07,2024-06-10,Same Day,CUST-6026,Caleb Richardson,Consumer,United States,Christopherfurt,Ohio,Central,PROD-63138,Technology,Copiers,HP Copier,1641.13,4,-118.23,Yes,Net Banking
WM-100150,2024-08-20,2024-08-25,First Class,CUST-7813,Kaitlyn Harvey,Home Office,United States,Brendastad,Texas,Central,PROD-81989,Office Supplies,Paper,Sticky Notes,567.71,3,65.39,No,UPI
WM-100151,2025-10-13,2025-10-18,Standard Class,CUST-9972,Rodney Blankenship,Home Office,United States,Rosebury,Massachusetts,East,PROD-36497,Office Supplies,Storage,Storage Box,1127.93,6,-73.15,Yes,Net Banking
WM-100152,2024-09-13,2024-09-14,Standard Class,CUST-8429,Andrew Ferrell,Consumer,United States,Debraville,Massachusetts,East,PROD-77272,Technology,Copiers,Canon Copier,1707.13,10,204.81,No,UPI
WM-100153,2024-09-10,2024-09-16,Standard Class,CUST-1742,Jacob Avery,Corporate,United States,North Jimmyside,Florida,South,PROD-55158,Office Supplies,Paper,Sticky Notes,73.99,5,19.79,No,Credit Card
WM-100154,2026-04-15,2026-04-19,First Class,CUST-7266,Brett Burns,Corporate,United States,Matthewsberg,California,West,PROD-59479,Technology,Phones,Samsung Galaxy S24,466.35,3,114.08,No,UPI
WM-100155,2024-06-22,2024-06-24,Standard Class,CUST-1372,Claudia Wallace,Corporate,United States,Crosbyview,Washington,West,PROD-70686,Office Supplies,Paper,A4 Paper Pack,2482.26,7,342.5,No,Net Banking
WM-100156,2025-11-11,2025-11-14,Standard Class,CUST-7868,Steven Newman,Home Office,United States,Port Michael,Virginia,South,PROD-12050,Furniture,Chairs,Gaming Chair,404.7,4,130.25,Yes,Debit Card
WM-100157,2026-03-17,2026-03-21,Same Day,CUST-8191,Anna Lewis,Consumer,United States,South Joshuaville,New York,East,PROD-80747,Furniture,Bookcases,Wooden Bookcase,1502.51,1,15.22,Yes,Debit Card
WM-100158,2024-09-02,2024-09-09,Second Class,CUST-5944,Christine Gallegos,Consumer,United States,North Kristinbury,Washington,West,PROD-96535,Office Supplies,Paper,A4 Paper Pack,2292.66,10,99.75,No,Net Banking
WM-100159,2026-04-03,2026-04-08,Same Day,CUST-1768,Raymond Kramer,Corporate,United States,New Jason,New Jersey,East,PROD-94320,Technology,Accessories,Wireless Mouse,2372.33,3,431.05,No,UPI
WM-100160,2024-09-05,2024-09-09,First Class,CUST-3365,Rebecca Rodriguez,Corporate,United States,West Micheleberg,Michigan,Central,PROD-17552,Technology,Phones,Samsung Galaxy S24,476.02,9,53.83,No,Net Banking
WM-100161,2025-08-28,2025-09-01,Same Day,CUST-7079,Christopher Williams,Consumer,United States,East Alexisbury,Virginia,South,PROD-80206,Office Supplies,Storage,Storage Box,622.29,4,30.25,Yes,Debit Card
WM-100162,2025-06-01,2025-06-08,Same Day,CUST-4422,Ivan Wheeler,Corporate,United States,Foxland,Oregon,West,PROD-49739,Technology,Copiers,HP Copier,200.51,10,45.3,No,Credit Card
WM-100163,2025-12-13,2025-12-15,First Class,CUST-5637,Sharon Boyd,Corporate,United States,Gordonton,Massachusetts,East,PROD-71112,Office Supplies,Binders,Heavy Duty Binder,1745.15,4,136.97,No,Net Banking
WM-100164,2024-07-14,2024-07-18,Second Class,CUST-7073,Dr. Jessica Rodriguez DDS,Corporate,United States,Schneidertown,Ohio,Central,PROD-64254,Technology,Accessories,Laptop Sleeve,1175.69,8,285.38,No,Credit Card
WM-100165,2025-02-02,2025-02-07,First Class,CUST-4768,Ana Hill,Corporate,United States,Jonesland,Massachusetts,East,PROD-84683,Furniture,Tables,Study Table,1456.27,7,47.82,No,Debit Card
WM-100166,2025-01-12,2025-01-18,Second Class,CUST-3293,Larry Garcia,Home Office,United States,Oscarhaven,North Carolina,South,PROD-81636,Technology,Accessories,Laptop Sleeve,1854.19,8,-45.05,No,UPI
WM-100167,2025-12-08,2025-12-15,Standard Class,CUST-3474,Jessica Beasley,Consumer,United States,Port Dianaside,New York,East,PROD-38668,Office Supplies,Binders,Ring Binder,1677.17,1,143.53,No,Net Banking
WM-100168,2025-04-02,2025-04-08,Standard Class,CUST-1274,Brandon Simmons,Home Office,United States,Morganmouth,North Carolina,South,PROD-46010,Furniture,Bookcases,Metal Bookcase,1229.88,1,171.56,No,Net Banking
WM-100169,2025-11-12,2025-11-19,Second Class,CUST-4948,Andrea Decker,Consumer,United States,Nicholasberg,Texas,Central,PROD-91235,Office Supplies,Storage,File Organizer,2350.49,3,-121.86,Yes,Net Banking
WM-100170,2026-02-17,2026-02-20,First Class,CUST-2320,Anthony Frye,Home Office,United States,South Colinstad,Ohio,Central,PROD-95182,Technology,Accessories,Wireless Mouse,2399.06,8,370.06,No,Credit Card
WM-100171,2025-02-26,2025-03-02,Same Day,CUST-8109,Teresa Henderson,Home Office,United States,Elizabethchester,Nevada,West,PROD-53420,Technology,Accessories,Laptop Sleeve,159.17,1,34.43,Yes,Net Banking
WM-100172,2024-08-16,2024-08-21,Standard Class,CUST-3938,Christy Douglas,Corporate,United States,West Carolinestad,California,West,PROD-12052,Furniture,Chairs,Executive Chair,1199.24,1,378.81,No,Debit Card
WM-100173,2026-03-15,2026-03-20,Same Day,CUST-3292,Ashley Ramirez,Home Office,United States,Port Daniel,New Jersey,East,PROD-20279,Furniture,Tables,Dining Table,616.37,7,126.15,No,Net Banking
WM-100174,2025-08-06,2025-08-13,First Class,CUST-1485,Sabrina Austin,Home Office,United States,Port Roy,Texas,Central,PROD-45825,Furniture,Tables,Dining Table,208.53,10,51.31,No,UPI
WM-100175,2024-06-19,2024-06-23,First Class,CUST-5037,Michael Parker,Home Office,United States,New Sarahview,Georgia,South,PROD-19634,Technology,Copiers,Canon Copier,480.63,10,94.83,Yes,Credit Card
WM-100176,2026-04-03,2026-04-09,First Class,CUST-8286,Matthew Jones,Corporate,United States,Michaelburgh,Illinois,Central,PROD-45358,Technology,Copiers,HP Copier,986.26,6,-51.34,Yes,Credit Card
WM-100177,2025-03-16,2025-03-21,First Class,CUST-2524,Glen Wood,Home Office,United States,North Julieborough,New York,East,PROD-88386,Furniture,Tables,Coffee Table,1395.76,7,-74.7,Yes,Cash on Delivery
WM-100178,2025-09-03,2025-09-10,Second Class,CUST-7237,Anthony Moore,Consumer,United States,Kimberlyshire,Florida,South,PROD-28198,Technology,Accessories,USB-C Hub,230.05,9,70.7,No,Cash on Delivery
WM-100179,2025-10-24,2025-10-26,First Class,CUST-5123,Lawrence Perry,Consumer,United States,Lake Christophermouth,Ohio,Central,PROD-91924,Technology,Phones,iPhone 15,1098,7,38.31,Yes,UPI
WM-100180,2025-02-20,2025-02-21,First Class,CUST-8212,Douglas Gregory,Corporate,United States,Port William,New Jersey,East,PROD-66441,Furniture,Chairs,Gaming Chair,2373.08,6,661.44,No,Net Banking
WM-100181,2024-07-02,2024-07-06,Same Day,CUST-4971,William Brown,Corporate,United States,Roseport,Pennsylvania,East,PROD-59290,Technology,Copiers,HP Copier,799.17,7,268.46,No,Cash on Delivery
WM-100182,2026-01-14,2026-01-19,Same Day,CUST-4434,David Murphy,Corporate,United States,West Sierra,North Carolina,South,PROD-48185,Furniture,Bookcases,Wooden Bookcase,2493.22,3,515.52,Yes,Credit Card
WM-100183,2024-09-05,2024-09-07,Standard Class,CUST-8357,Michael Mason,Home Office,United States,South Julieburgh,Virginia,South,PROD-72814,Furniture,Bookcases,Metal Bookcase,646.65,3,143.46,No,Net Banking
WM-100184,2025-05-01,2025-05-07,Standard Class,CUST-5067,Thomas Atkins,Home Office,United States,Charleston,Virginia,South,PROD-97122,Office Supplies,Binders,Heavy Duty Binder,2240.84,9,374.71,Yes,Cash on Delivery
WM-100185,2025-01-07,2025-01-14,First Class,CUST-4637,Alex Nguyen,Home Office,United States,Berrychester,New York,East,PROD-77999,Office Supplies,Storage,File Organizer,842.36,7,-44.08,Yes,Net Banking
WM-100186,2024-08-04,2024-08-11,Same Day,CUST-2712,Brian Graham,Corporate,United States,Collierstad,New Jersey,East,PROD-64522,Technology,Accessories,USB-C Hub,1705.3,9,-54.85,Yes,Credit Card
WM-100187,2026-04-04,2026-04-08,Standard Class,CUST-8178,Gerald Cook,Home Office,United States,Warrenfurt,Washington,West,PROD-69303,Technology,Accessories,USB-C Hub,1964.99,9,230.53,No,Cash on Delivery
WM-100188,2024-08-24,2024-08-25,Second Class,CUST-9454,Cheyenne Parsons,Consumer,United States,North William,Oregon,West,PROD-82339,Furniture,Bookcases,Wooden Bookcase,2125.97,2,435.21,No,Debit Card
WM-100189,2024-11-27,2024-12-03,Same Day,CUST-8037,David Thompson,Corporate,United States,Jessicaberg,Michigan,Central,PROD-10583,Technology,Phones,Samsung Galaxy S24,477.44,7,37.25,No,Debit Card
WM-100190,2024-07-25,2024-08-01,Same Day,CUST-2867,Raymond Snyder,Corporate,United States,Port Katherine,Pennsylvania,East,PROD-97910,Office Supplies,Binders,Ring Binder,2182.51,3,141.01,No,UPI
WM-100191,2025-10-09,2025-10-12,Standard Class,CUST-3194,Lori Lin,Corporate,United States,Maldonadoshire,Michigan,Central,PROD-25448,Office Supplies,Paper,A4 Paper Pack,892.92,8,158.77,No,Debit Card
WM-100192,2025-05-27,2025-05-29,Same Day,CUST-4043,Eric Hill,Corporate,United States,Edwardland,Texas,Central,PROD-93296,Furniture,Tables,Study Table,1286.85,7,216.69,No,Net Banking
WM-100193,2025-05-21,2025-05-23,Standard Class,CUST-8939,Anthony Decker,Consumer,United States,West Williamport,Massachusetts,East,PROD-35575,Technology,Accessories,Wireless Mouse,800.16,8,143.02,No,UPI
WM-100194,2025-09-17,2025-09-23,Second Class,CUST-5785,Janice Carpenter,Consumer,United States,Lake Michelleland,Virginia,South,PROD-46025,Office Supplies,Paper,Sticky Notes,2102.93,8,-52.02,Yes,Debit Card
WM-100195,2025-10-16,2025-10-21,Standard Class,CUST-8231,Larry Mason,Home Office,United States,South Reginashire,Illinois,Central,PROD-38644,Technology,Copiers,Canon Copier,1286.8,10,-62.55,No,UPI
WM-100196,2025-12-03,2025-12-06,Second Class,CUST-4438,Matthew Williams,Home Office,United States,South Dalemouth,Washington,West,PROD-87060,Technology,Phones,Samsung Galaxy S24,884.47,2,86.31,Yes,Cash on Delivery
WM-100197,2025-07-08,2025-07-15,Second Class,CUST-6302,Helen Hardin,Home Office,United States,Ritterhaven,Georgia,South,PROD-48356,Office Supplies,Binders,Ring Binder,533.22,1,83.47,No,Cash on Delivery
WM-100198,2025-11-06,2025-11-09,Second Class,CUST-3396,Rachel Holland,Home Office,United States,Ortizmouth,Texas,Central,PROD-52217,Furniture,Tables,Dining Table,2170.28,3,468,No,Debit Card
WM-100199,2025-01-03,2025-01-09,Same Day,CUST-9447,Samuel Brandt,Home Office,United States,West Codyfurt,Virginia,South,PROD-46467,Furniture,Bookcases,Metal Bookcase,1047.28,8,-69.14,Yes,Cash on Delivery
WM-100200,2025-10-25,2025-11-01,First Class,CUST-2037,Gregory Ponce,Home Office,United States,West Christopher,Virginia,South,PROD-62129,Technology,Copiers,HP Copier,1939.86,2,444.07,No,Debit Card
WM-100201,2025-01-23,2025-01-30,First Class,CUST-1793,Maria Murphy,Consumer,United States,Andersonland,Georgia,South,PROD-23051,Technology,Accessories,USB-C Hub,723.31,9,115.78,No,UPI
WM-100202,2025-12-22,2025-12-23,First Class,CUST-3604,Susan Davis DDS,Corporate,United States,Lake Jacqueline,California,West,PROD-22234,Furniture,Tables,Coffee Table,2479.76,7,-22.21,No,Cash on Delivery
WM-100203,2024-10-15,2024-10-16,Same Day,CUST-2494,Gloria Miranda,Home Office,United States,Andrewport,Texas,Central,PROD-22475,Technology,Copiers,HP Copier,1002.93,5,227.36,No,Credit Card
WM-100204,2024-09-25,2024-09-27,Standard Class,CUST-7919,Ryan Garcia,Home Office,United States,East Zoe,New Jersey,East,PROD-27324,Furniture,Chairs,Executive Chair,1308.22,8,-125.35,No,UPI
WM-100205,2025-09-03,2025-09-10,Second Class,CUST-7270,Christopher Guerra,Consumer,United States,Lake Matthewberg,Washington,West,PROD-94092,Technology,Phones,Google Pixel 8,274.02,6,17.92,No,Debit Card
WM-100206,2025-04-12,2025-04-16,Same Day,CUST-8248,Nathan Montes,Consumer,United States,Lake Samuel,California,West,PROD-21362,Office Supplies,Storage,Storage Box,890.95,4,162.72,No,Credit Card
WM-100207,2024-11-25,2024-11-28,First Class,CUST-2380,Emily Stokes,Consumer,United States,Karenmouth,New York,East,PROD-82534,Office Supplies,Storage,File Organizer,2408.86,6,616.63,No,Net Banking
WM-100208,2025-03-09,2025-03-14,Standard Class,CUST-4921,Laura Alexander,Corporate,United States,Mckeeborough,Texas,Central,PROD-60578,Office Supplies,Paper,A4 Paper Pack,1525.18,4,360.75,No,Credit Card
WM-100209,2025-07-11,2025-07-16,Second Class,CUST-7337,Christopher Gonzalez,Home Office,United States,Kimberlyhaven,New Jersey,East,PROD-65163,Office Supplies,Storage,Storage Box,2224.04,1,765.29,No,Cash on Delivery
WM-100210,2025-10-08,2025-10-09,Same Day,CUST-9300,Mr. Timothy Dawson,Corporate,United States,Port John,New Jersey,East,PROD-92388,Furniture,Chairs,Executive Chair,54.21,4,-4.45,Yes,Net Banking
WM-100211,2024-12-25,2024-12-31,First Class,CUST-2294,Jose Guerra,Home Office,United States,West Christopherburgh,Virginia,South,PROD-36633,Office Supplies,Paper,A4 Paper Pack,1350.68,10,-42.27,Yes,Debit Card
WM-100212,2026-05-20,2026-05-23,Same Day,CUST-2900,Anthony Shaw,Corporate,United States,East Lisastad,Michigan,Central,PROD-90254,Office Supplies,Storage,Storage Box,1752.72,4,-129.6,Yes,Net Banking
WM-100213,2025-03-15,2025-03-16,Same Day,CUST-6680,Fernando Garcia,Home Office,United States,South Virginia,Oregon,West,PROD-77793,Office Supplies,Storage,Storage Box,51.41,3,11.09,No,Cash on Delivery
WM-100214,2024-06-26,2024-07-02,First Class,CUST-9582,Ronald Horton,Consumer,United States,Laceyberg,Pennsylvania,East,PROD-44465,Furniture,Bookcases,Metal Bookcase,2218.31,1,112.59,No,Net Banking
WM-100215,2025-05-11,2025-05-12,First Class,CUST-2685,Susan Smith,Home Office,United States,Port Janice,Nevada,West,PROD-98358,Technology,Copiers,Canon Copier,1259.03,10,-31.35,No,Credit Card
WM-100216,2026-05-28,2026-05-29,Standard Class,CUST-7870,Kelsey Rodriguez,Consumer,United States,Port Edward,New York,East,PROD-52179,Furniture,Chairs,Office Chair,1189.98,7,373.78,No,Debit Card
WM-100217,2024-07-04,2024-07-07,Same Day,CUST-2129,Mark Dean,Corporate,United States,Johnville,North Carolina,South,PROD-47002,Technology,Phones,Google Pixel 8,316.11,1,-6.1,Yes,Cash on Delivery
WM-100218,2025-09-03,2025-09-06,Same Day,CUST-7033,Lynn Andrews,Home Office,United States,North Maryfort,Texas,Central,PROD-74665,Office Supplies,Paper,A4 Paper Pack,517.66,10,130.98,No,Debit Card
WM-100219,2025-09-17,2025-09-19,Same Day,CUST-6038,Kenneth Lopez,Consumer,United States,West Ruben,Massachusetts,East,PROD-36895,Furniture,Tables,Dining Table,1363.03,1,447,Yes,Net Banking
WM-100220,2025-07-10,2025-07-16,First Class,CUST-8511,Rachel Romero,Home Office,United States,New Theresaland,New Jersey,East,PROD-21128,Technology,Phones,iPhone 15,713.97,1,224.6,No,Net Banking
WM-100221,2025-10-03,2025-10-08,Second Class,CUST-5778,James Burgess,Corporate,United States,South Morganton,Washington,West,PROD-51288,Office Supplies,Paper,A4 Paper Pack,1428.2,7,282.93,No,UPI
WM-100222,2024-12-01,2024-12-02,Second Class,CUST-2731,Lori Ingram,Consumer,United States,Kristinastad,Ohio,Central,PROD-68925,Technology,Accessories,Wireless Mouse,2360.02,3,592.3,Yes,UPI
WM-100223,2025-07-26,2025-08-02,Standard Class,CUST-3582,Marvin Greer,Home Office,United States,Dennisstad,Michigan,Central,PROD-49874,Furniture,Bookcases,Metal Bookcase,534.94,5,58.04,Yes,Net Banking
WM-100224,2025-09-30,2025-10-06,First Class,CUST-5262,Chad Baldwin,Consumer,United States,Pollardfort,Washington,West,PROD-14073,Technology,Phones,iPhone 15,635.58,6,49.77,Yes,UPI
WM-100225,2024-07-01,2024-07-08,Second Class,CUST-4246,Stacey Stewart,Corporate,United States,Johnsonborough,Georgia,South,PROD-58790,Furniture,Tables,Dining Table,1988.65,2,-188.16,No,Credit Card
WM-100226,2025-05-30,2025-06-05,Standard Class,CUST-1699,Paul Lee,Corporate,United States,Zacharyside,Texas,Central,PROD-16637,Furniture,Chairs,Office Chair,1119.71,3,-65.63,No,Debit Card
WM-100227,2026-03-31,2026-04-06,First Class,CUST-5585,Denise Lloyd,Corporate,United States,Michelleton,Virginia,South,PROD-29481,Technology,Phones,Samsung Galaxy S24,1078.13,6,-3.64,No,Credit Card
WM-100228,2026-04-22,2026-04-26,Second Class,CUST-9614,Gina Lopez,Consumer,United States,Prestonmouth,Pennsylvania,East,PROD-92674,Technology,Accessories,Laptop Sleeve,171.23,5,12.39,No,Net Banking
WM-100229,2024-12-21,2024-12-26,Same Day,CUST-5430,Monica Miller,Consumer,United States,Richardsonhaven,Nevada,West,PROD-13416,Office Supplies,Paper,Sticky Notes,1957.96,6,608.35,No,Cash on Delivery
WM-100230,2024-08-15,2024-08-20,Standard Class,CUST-5060,Matthew Parker,Home Office,United States,New Kelly,New York,East,PROD-41608,Technology,Phones,Samsung Galaxy S24,906.43,10,317.09,No,Cash on Delivery
WM-100231,2025-02-25,2025-03-04,First Class,CUST-1462,Nicholas Buck,Home Office,United States,Jacksonmouth,Washington,West,PROD-56095,Office Supplies,Paper,Sticky Notes,2479.02,3,-51.45,No,Net Banking
WM-100232,2024-07-25,2024-07-27,Standard Class,CUST-9625,Jennifer Palmer,Corporate,United States,Hillton,Massachusetts,East,PROD-10089,Technology,Copiers,Canon Copier,1236.28,2,-92.38,No,Cash on Delivery
WM-100233,2025-09-11,2025-09-18,Second Class,CUST-2817,Jessica Martinez,Home Office,United States,North Douglas,Massachusetts,East,PROD-57826,Technology,Copiers,HP Copier,2113.82,6,-154.73,No,Credit Card
WM-100234,2025-03-05,2025-03-08,Same Day,CUST-6198,Keith Jacobs,Consumer,United States,Port Deanna,Michigan,Central,PROD-83659,Office Supplies,Binders,Heavy Duty Binder,820.06,3,188.25,No,Net Banking
WM-100235,2025-05-07,2025-05-11,Same Day,CUST-1530,Laura Moreno,Consumer,United States,Rushstad,Illinois,Central,PROD-88956,Office Supplies,Storage,Storage Box,780.92,5,-33.34,Yes,Cash on Delivery
WM-100236,2024-12-07,2024-12-13,Standard Class,CUST-6500,Allison Lopez,Corporate,United States,Edwardsview,New York,East,PROD-11493,Technology,Phones,Samsung Galaxy S24,212.96,6,72.85,No,Cash on Delivery
WM-100237,2024-12-17,2024-12-20,Same Day,CUST-3725,Michele Lewis,Corporate,United States,Mcintyreville,Massachusetts,East,PROD-74629,Office Supplies,Binders,Heavy Duty Binder,1971.81,1,-154.46,No,UPI
WM-100238,2024-10-30,2024-11-05,Standard Class,CUST-5831,Samuel Hayes,Consumer,United States,Heatherfort,Michigan,Central,PROD-51774,Furniture,Tables,Study Table,1900.44,4,-50.94,Yes,Cash on Delivery
WM-100239,2025-10-28,2025-10-30,First Class,CUST-8909,Austin Daniels,Home Office,United States,Osbornmouth,California,West,PROD-14062,Technology,Phones,Samsung Galaxy S24,1835.32,9,594.32,Yes,UPI
WM-100240,2026-02-03,2026-02-06,First Class,CUST-5872,Danny Galloway,Consumer,United States,Melissaburgh,New Jersey,East,PROD-22571,Furniture,Chairs,Office Chair,529.77,4,44.59,No,Credit Card
WM-100241,2024-06-17,2024-06-18,Second Class,CUST-2589,Kenneth Mcdonald,Consumer,United States,East Kristy,Virginia,South,PROD-37125,Furniture,Chairs,Gaming Chair,1080.46,5,292.54,No,Debit Card
WM-100242,2024-07-18,2024-07-25,Standard Class,CUST-9914,Zachary Higgins,Corporate,United States,New Nicole,Texas,Central,PROD-34232,Technology,Phones,Samsung Galaxy S24,1005.72,8,304.43,No,Cash on Delivery
WM-100243,2024-07-24,2024-07-27,Standard Class,CUST-3476,Evan Jones,Home Office,United States,Hammondshire,North Carolina,South,PROD-97486,Furniture,Tables,Dining Table,1110.56,5,2.01,No,Credit Card
WM-100244,2024-09-04,2024-09-09,Same Day,CUST-4860,Penny Bowman,Corporate,United States,Frazierstad,Oregon,West,PROD-49171,Office Supplies,Paper,A4 Paper Pack,171.24,7,45.94,No,Credit Card
WM-100245,2025-04-29,2025-04-30,Second Class,CUST-4157,Sheena Guerra,Consumer,United States,Port Tammy,Florida,South,PROD-15593,Office Supplies,Storage,Storage Box,2374.15,8,-52.72,No,UPI
WM-100246,2025-02-02,2025-02-09,Standard Class,CUST-7358,Courtney Meza,Home Office,United States,West Fred,Nevada,West,PROD-62082,Furniture,Bookcases,Wooden Bookcase,1495.72,6,463.47,Yes,Net Banking
WM-100247,2024-10-27,2024-11-03,Standard Class,CUST-7790,Krista Martinez,Consumer,United States,Meghanview,Ohio,Central,PROD-29424,Office Supplies,Paper,A4 Paper Pack,1757.02,10,237.47,No,Net Banking
WM-100248,2025-06-22,2025-06-29,Same Day,CUST-8955,Leslie Carpenter,Home Office,United States,Christinaland,California,West,PROD-89817,Office Supplies,Binders,Heavy Duty Binder,1348.37,6,397.84,No,UPI
WM-100249,2026-04-28,2026-05-03,Second Class,CUST-1807,Sarah Elliott,Home Office,United States,Lake Claudia,Washington,West,PROD-72287,Technology,Accessories,Wireless Mouse,1529.47,7,-126.25,No,Cash on Delivery
WM-100250,2024-12-19,2024-12-22,Second Class,CUST-5923,Pamela Butler,Home Office,United States,North Brandonshire,Texas,Central,PROD-68079,Technology,Accessories,USB-C Hub,2110.26,2,712.47,No,Cash on Delivery
WM-100251,2025-01-07,2025-01-09,Standard Class,CUST-9442,Elizabeth Sanchez,Consumer,United States,South Pamelaside,Michigan,Central,PROD-18600,Office Supplies,Storage,Storage Box,1115.46,7,260.38,No,Cash on Delivery
WM-100252,2025-11-13,2025-11-15,Standard Class,CUST-8478,Jeffrey Washington,Consumer,United States,Evansland,Georgia,South,PROD-57235,Office Supplies,Storage,Storage Box,498.05,4,137.78,No,Debit Card
WM-100253,2025-01-25,2025-01-31,Same Day,CUST-3909,Emma Travis,Corporate,United States,West Catherine,Ohio,Central,PROD-86923,Technology,Copiers,Canon Copier,2309.22,1,20.49,No,Net Banking
WM-100254,2026-01-08,2026-01-15,Second Class,CUST-4511,Justin Flores,Consumer,United States,Theresaberg,Ohio,Central,PROD-94853,Furniture,Tables,Study Table,1728.35,5,-151.49,Yes,Debit Card
WM-100255,2024-12-06,2024-12-13,Second Class,CUST-1138,Anthony Dougherty,Consumer,United States,Martinezmouth,Pennsylvania,East,PROD-43081,Office Supplies,Paper,A4 Paper Pack,1955.15,1,221.6,No,Net Banking
WM-100256,2026-02-18,2026-02-22,Standard Class,CUST-1120,Kenneth Edwards,Home Office,United States,Wrightburgh,Ohio,Central,PROD-96816,Technology,Accessories,USB-C Hub,644.96,8,23.2,No,Cash on Delivery
WM-100257,2025-05-25,2025-05-26,First Class,CUST-5895,Mr. Alexander Landry MD,Consumer,United States,South Wendy,Ohio,Central,PROD-29651,Office Supplies,Binders,Heavy Duty Binder,853.98,5,160.78,No,Net Banking
WM-100258,2024-07-04,2024-07-10,First Class,CUST-7857,Johnny Khan,Corporate,United States,East Brandy,New York,East,PROD-60891,Office Supplies,Paper,Sticky Notes,367.03,1,71.55,No,Credit Card
